"Module","Method","Route","Layer","Target","Method2","Repos","ReadTables","EmptyReads","WriteTables"
"committee","GET","/api/v1/committee/reviews/application/:applicationId","SERVICE","CommitteeService","getApplicationReviews","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","GET","/api/v1/committee/reviews/application/:applicationId/recommendations","SERVICE","CommitteeService","getRecommendations","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","GET","/api/v1/committee/reviews/application/:applicationId/comments","SERVICE","CommitteeService","getComments","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","POST","/api/v1/committee/reviews/:assignmentId/submit","SERVICE","CommitteeService","submitReview","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","GET","/api/v1/committee/reviews/forms","SERVICE","CommitteeService","getForms","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","POST","/api/v1/committee/reviews/forms","SERVICE","CommitteeService","createForm","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","GET","/api/v1/committee/reviews/forms/:formId/questions","SERVICE","CommitteeService","getQuestions","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","POST","/api/v1/committee/reviews/forms/:formId/questions","SERVICE","CommitteeService","addQuestion","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","DELETE","/api/v1/committee/reviews/forms/:formId/questions/:questionId","SERVICE","CommitteeService","deleteQuestion","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","GET","/api/v1/committee/reviews/assignment/:assignmentId/answers","SERVICE","CommitteeService","getAnswers","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","GET","/api/v1/committee/reviews/assignment/:assignmentId/score","SERVICE","CommitteeService","getScore","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","GET","/api/v1/committee/voting/meeting/:meetingId","SERVICE","CommitteeService","getVotingSessions","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","POST","/api/v1/committee/voting/sessions","SERVICE","CommitteeService","createVotingSession","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","GET","/api/v1/committee/voting/sessions/:id","SERVICE","CommitteeService","getVotingSession","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","POST","/api/v1/committee/voting/sessions/:id/vote","SERVICE","CommitteeService","castVote","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","POST","/api/v1/committee/voting/sessions/:id/close","SERVICE","CommitteeService","closeVotingSession","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"communication","GET","/api/v1/communication/messages","SERVICE","CommunicationService","getMessages","CommunicationRepository;NotificationRepository","communication.message_attachments;communication.message_recipients;communication.messages;communication.notifications;security.users","communication.message_attachments","communication.message_attachments;communication.message_recipients;communication.messages;communication.notification_logs;communication.notifications"
"communication","GET","/api/v1/communication/messages/unread-count","SERVICE","CommunicationService","getUnreadCount","CommunicationRepository;NotificationRepository","communication.message_attachments;communication.message_recipients;communication.messages;communication.notifications;security.users","communication.message_attachments","communication.message_attachments;communication.message_recipients;communication.messages;communication.notification_logs;communication.notifications"
"communication","GET","/api/v1/communication/messages/:id","SERVICE","CommunicationService","getMessageById","CommunicationRepository;NotificationRepository","communication.message_attachments;communication.message_recipients;communication.messages;communication.notifications;security.users","communication.message_attachments","communication.message_attachments;communication.message_recipients;communication.messages;communication.notification_logs;communication.notifications"
"communication","POST","/api/v1/communication/messages","SERVICE","CommunicationService","createMessage","CommunicationRepository;NotificationRepository","communication.message_attachments;communication.message_recipients;communication.messages;communication.notifications;security.users","communication.message_attachments","communication.message_attachments;communication.message_recipients;communication.messages;communication.notification_logs;communication.notifications"
"communication","DELETE","/api/v1/communication/messages/:id","SERVICE","CommunicationService","deleteMessage","CommunicationRepository;NotificationRepository","communication.message_attachments;communication.message_recipients;communication.messages;communication.notifications;security.users","communication.message_attachments","communication.message_attachments;communication.message_recipients;communication.messages;communication.notification_logs;communication.notifications"
"communication","GET","/api/v1/communication/messages/:id/attachments/:attachmentId","SERVICE","CommunicationService","getAttachment","CommunicationRepository;NotificationRepository","communication.message_attachments;communication.message_recipients;communication.messages;communication.notifications;security.users","communication.message_attachments","communication.message_attachments;communication.message_recipients;communication.messages;communication.notification_logs;communication.notifications"
"communication","GET","/api/v1/communication/users/search","SERVICE","CommunicationService","searchUsers","CommunicationRepository;NotificationRepository","communication.message_attachments;communication.message_recipients;communication.messages;communication.notifications;security.users","communication.message_attachments","communication.message_attachments;communication.message_recipients;communication.messages;communication.notification_logs;communication.notifications"
"communication","GET","/api/v1/communication/notifications/unread-count","SERVICE","CommunicationService","getNotificationUnreadCount","CommunicationRepository;NotificationRepository","communication.message_attachments;communication.message_recipients;communication.messages;communication.notifications;security.users","communication.message_attachments","communication.message_attachments;communication.message_recipients;communication.messages;communication.notification_logs;communication.notifications"
"communication","GET","/api/v1/communication/notifications","SERVICE","CommunicationService","getNotifications","CommunicationRepository;NotificationRepository","communication.message_attachments;communication.message_recipients;communication.messages;communication.notifications;security.users","communication.message_attachments","communication.message_attachments;communication.message_recipients;communication.messages;communication.notification_logs;communication.notifications"
"communication","PATCH","/api/v1/communication/notifications/:id/read","SERVICE","CommunicationService","markNotificationRead","CommunicationRepository;NotificationRepository","communication.message_attachments;communication.message_recipients;communication.messages;communication.notifications;security.users","communication.message_attachments","communication.message_attachments;communication.message_recipients;communication.messages;communication.notification_logs;communication.notifications"
"communication","PATCH","/api/v1/communication/notifications/read-all","SERVICE","CommunicationService","markAllNotificationsRead","CommunicationRepository;NotificationRepository","communication.message_attachments;communication.message_recipients;communication.messages;communication.notifications;security.users","communication.message_attachments","communication.message_attachments;communication.message_recipients;communication.messages;communication.notification_logs;communication.notifications"
"communication","DELETE","/api/v1/communication/notifications/:id","SERVICE","CommunicationService","deleteNotification","CommunicationRepository;NotificationRepository","communication.message_attachments;communication.message_recipients;communication.messages;communication.notifications;security.users","communication.message_attachments","communication.message_attachments;communication.message_recipients;communication.messages;communication.notification_logs;communication.notifications"
"communication","GET","/api/v1/communication/notifications/stream","HANDLER","(unknown)","(controller)","(unknown)","","",""
"core","GET","/api/v1/core/applications/","SERVICE","ApplicationService","getAll","ApplicationRepository;CertificateRepository;ConditionRepository;DocumentRepository","committee.application_conditions;committee.committee_members;committee.committees;core.applications;core.projects;documents.approval_certificate_documents;documents.approval_certificates;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;documents.templates;reference.application_statuses;security.institutions;security.roles;security.user_roles;security.users","documents.approval_certificate_documents","committee.application_conditions;core.applications;documents.approval_certificate_documents;documents.approval_certificates;documents.certificate_verification_log;documents.document_audit;documents.document_signatures;documents.documents"
"core","GET","/api/v1/core/applications/:id","SERVICE","ApplicationService","getById","ApplicationRepository;CertificateRepository;ConditionRepository;DocumentRepository","committee.application_conditions;committee.committee_members;committee.committees;core.applications;core.projects;documents.approval_certificate_documents;documents.approval_certificates;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;documents.templates;reference.application_statuses;security.institutions;security.roles;security.user_roles;security.users","documents.approval_certificate_documents","committee.application_conditions;core.applications;documents.approval_certificate_documents;documents.approval_certificates;documents.certificate_verification_log;documents.document_audit;documents.document_signatures;documents.documents"
"core","POST","/api/v1/core/applications/","SERVICE","ApplicationService","create","ApplicationRepository;CertificateRepository;ConditionRepository;DocumentRepository","committee.application_conditions;committee.committee_members;committee.committees;core.applications;core.projects;documents.approval_certificate_documents;documents.approval_certificates;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;documents.templates;reference.application_statuses;security.institutions;security.roles;security.user_roles;security.users","documents.approval_certificate_documents","committee.application_conditions;core.applications;documents.approval_certificate_documents;documents.approval_certificates;documents.certificate_verification_log;documents.document_audit;documents.document_signatures;documents.documents"
"core","PUT","/api/v1/core/applications/:id","SERVICE","ApplicationService","updateDraft","ApplicationRepository;CertificateRepository;ConditionRepository;DocumentRepository","committee.application_conditions;committee.committee_members;committee.committees;core.applications;core.projects;documents.approval_certificate_documents;documents.approval_certificates;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;documents.templates;reference.application_statuses;security.institutions;security.roles;security.user_roles;security.users","documents.approval_certificate_documents","committee.application_conditions;core.applications;documents.approval_certificate_documents;documents.approval_certificates;documents.certificate_verification_log;documents.document_audit;documents.document_signatures;documents.documents"
"core","PATCH","/api/v1/core/applications/:id/status","SERVICE","ApplicationService","updateStatus","ApplicationRepository;CertificateRepository;ConditionRepository;DocumentRepository","committee.application_conditions;committee.committee_members;committee.committees;core.applications;core.projects;documents.approval_certificate_documents;documents.approval_certificates;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;documents.templates;reference.application_statuses;security.institutions;security.roles;security.user_roles;security.users","documents.approval_certificate_documents","committee.application_conditions;core.applications;documents.approval_certificate_documents;documents.approval_certificates;documents.certificate_verification_log;documents.document_audit;documents.document_signatures;documents.documents"
"core","POST","/api/v1/core/applications/:id/withdraw","SERVICE","ApplicationService","withdrawApplication","ApplicationRepository;CertificateRepository;ConditionRepository;DocumentRepository","committee.application_conditions;committee.committee_members;committee.committees;core.applications;core.projects;documents.approval_certificate_documents;documents.approval_certificates;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;documents.templates;reference.application_statuses;security.institutions;security.roles;security.user_roles;security.users","documents.approval_certificate_documents","committee.application_conditions;core.applications;documents.approval_certificate_documents;documents.approval_certificates;documents.certificate_verification_log;documents.document_audit;documents.document_signatures;documents.documents"
